college_code,Institute Name,Institute Address,Region,District,Status,Autonomy Status,Minority Status
03423,"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai","Survey no. 267, Near Commisioner's Bungalow,Kanakiya Park,Mira Road (E)Thane",Mumbai,Thane,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi
03436,"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.","At.Karav, Post Vangani(w), Tal. Ambernath, Dist. Thane",Mumbai,Thane,Un-Aided,Non-Autonomous,Non-Minority
03439,"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel","Plot No.2, 3 Sector - 16, Khandgaon, Thane Naka, Panvel Dist. Raigad",Mumbai,Raigad,Un-Aided,Non-Autonomous,Religious Minority - Muslim
03440,"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg.","At Village Sukhalwad, Near Sindhudurg Railway Station, Post Oras, Tal. Malvan Dist. Sindhudurg",Mumbai,Sindhudurg,Un-Aided,Non-Autonomous,Non-Minority
03445,"Vishwatmak Jangli Maharaj Ashram Trust (Kokamthan), Atma Malik Institute Of Technology & Research","Aatgaon ,Tansa - Aghai Road, At - Mohili, Post. Aghar, Taluka Shahapur, Dist. Thane",Mumbai,Thane,Un-Aided,Non-Autonomous,Non-Minority
03447,"G.M.Vedak Institute of Technology, Tala, Raigad.","At Post Taluka. Tala, Dist. Raigad",Mumbai,Raigad,Un-Aided,Non-Autonomous,Non-Minority
03460,"Universal College of Engineering,Kaman Dist. Palghar","Kaman Bhiwandi Road, S.N. 146(Part), Kaman, Vasai",Mumbai,Palghar,Un-Aided,Non-Autonomous,Linguistic Minority - Gujarathi
03462,"VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri.","At Post Velneshwar, Hedvai-Guhagar Road, Guhagar,Ratnagiri.",Mumbai,Ratnagiri,Un-Aided,Non-Autonomous,Non-Minority
03465,"Ideal Institute of Technology, Wada, Dist.Thane","40, Pasheri Village, Pimplaj road, Taluka Wada, Dist.Thane.",Mumbai,Palghar,Un-Aided,Non-Autonomous,Non-Minority
03467,"Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET), Khalapur Dist Raigad","Survey No. 52 Kumbhivali, On Mumbai-Pune Expressway, Near Khalapur Toll Naka ,Tal-Khalapur, Dist- Raigad",Mumbai,Raigad,Un-Aided,Non-Autonomous,Non-Minority
03470,YASHWANTRAO BHONSALE INSTITUTE OF TECHNOLOGY,A/P CHARATHE (VAZARWADI) TAL.SAWANTWADI DIST.SINDHUDURG-416510,Mumbai,Sindhudurg,Un-Aided,Non-Autonomous,Non-Minority
03471,"New Horizon Institute of Technology & Management, Thane","Anand Nagar, Kavesar, Off. Ghodbunder Road, Thane(W)",Mumbai,Thane,Un-Aided,Non-Autonomous,Non-Minority
03475,"A. P. Shah Institute of Technology, Thane","Survey No. 12, Opp. Hypercity Mall, Kasarvadavali, Ghodbunder Road, Thane (W)",Mumbai,Thane,Un-Aided,Non-Autonomous,Religious Minority - Jain
03477,"Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel","92A/1, Old Mumbai Pune Highway, Near Shedung Toll naka Village Shedung, Panvel, Dist Raigad",Mumbai,Raigad,Un-Aided,Non-Autonomous,Non-Minority
03503,"Indala College Of Engineering, Bapsai Tal.Kalyan","Near Hp Gagangiri Petrol Pump, Kalyan-Murbad Road, Bapsai, Taluka Kalyan, Dist Thane",Mumbai,Thane,Un-Aided,Non-Autonomous,Non-Minority
03546,Devi Mahalaxmi College of Engineering and Technology,"Survey No 108, Mhaskarl, Titwala, Taluka Kalyan, Dist.Thane",Mumbai,Thane,Un-Aided,Non-Autonomous,Non-Minority
04004,"Government College of Engineering, Chandrapur","Ballarsha Bypass Road,Chandrapur",Nagpur,Chandrapur,Government,Non-Autonomous,Non-Minority
04025,"Government College of Engineering, Nagpur","Sector-27, Mihan Rehabilitation Colony, Khapari, Nagpur",Nagpur,Nagpur,Government,Non-Autonomous,Non-Minority
04104,"Kavi Kulguru Institute of Technology & Science, Ramtek","K. K. Nagar, Ramtek, Nagpur - 441 106",Nagpur,Nagpur,Un-Aided,Non-Autonomous,Non-Minority
04116,"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur","C.R.P.F. Gate No.3, Digdoh Hills, Hingna Road, Nagpur",Nagpur,Nagpur,Un-Aided,Autonomous,Linguistic Minority - Hindi
04118,"Bapurao Deshmukh College of Engineering, Sevagram","P.O.Sevagram,Dist-Wardha",Nagpur,Wardha,Un-Aided,Non-Autonomous,Non-Minority
04123,"Lokmanya Tilak Jankalyan Shikshan Sanstha, Priyadarshani College of Engineering, Nagpur","Near CRPF Campus, Hingna Road, Nagpur",Nagpur,Nagpur,Un-Aided,Autonomous,Linguistic Minority - Hindi
04133,"Sanmarg Shikshan Sanstha's Smt. Radhikatai Pandav College of Engineering, Nagpur","Near Dighori Naka, Umrer Road, Bhadura, Nagpur",Nagpur,Nagpur,Un-Aided,Non-Autonomous,Non-Minority
04134,"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur","Khasara No-94,95&164/1,Mauza Dahegaon,Opposite IOC Prtrol Pump,Kalmeshwar, Nagpur",Nagpur,Nagpur,Un-Aided,Non-Autonomous,Non-Minority
04135,"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering &  Technology, Nagpur","Survey No. 148/149, Salai Godhani, Near Chikna Village, Hudakeshwar Road, Nagpur",Nagpur,Nagpur,Un-Aided,Non-Autonomous,Non-Minority
04136,"Lokmanya Tilak Jankalyan Shikshan Sastha, Priyadarshini J. L. College Of Engineering, Nagpur","846, Nandanvan, Nagpur",Nagpur,Nagpur,Un-Aided,Autonomous,Linguistic Minority - Hindi
04137,"Sir Shantilal Badjate Charitable Trust's S. B. Jain Institute of technology, Management & Research, Nagpur","Behind Asarambapu Ashram Village, Yerala, Katol Road, Nagpur",Nagpur,Nagpur,Un-Aided,Autonomous,Linguistic Minority - Hindi
04138,"Jaidev Education Society, J D College of Engineering and Management, Nagpur","At Khandala, Post Vaini Katol Road, Nagpur",Nagpur,Nagpur,Un-Aided,Autonomous,Linguistic Minority - Hindi
04139,"Samridhi Sarwajanik Charitable Trust, Jhulelal Institute of Technology, Nagpur","Kh. No.72, 68/1, 68/2, 68/3, Lonara Dist. Nagpur",Nagpur,Nagpur,Un-Aided,Autonomous,Linguistic Minority - Sindhi
04141,"Shriram Gram Vikas Shikshan Sanstha, Vilasrao Deshmukh College of Engineering and Technology, Nagpur","Sr. No.121, 262, At Mouza, Taluka Mauda, Bhandara Road, Nagpur",Nagpur,Nagpur,Un-Aided,Non-Autonomous,Non-Minority
04142,"G H Raisoni College of Engineering & Management, Nagpur","MIDC, Near Facor, Higna Wadi Road, Nagpur",Nagpur,Nagpur,Un-Aided,Autonomous,Linguistic Minority - Hindi
04143,"Sanmarg Shikshan Sanstha, Mandukarrao Pandav College of Engineering, Bhandara","Sr. No.183/1, Billewada, Taluka & Dist Bhandara",Nagpur,Bhandara,Un-Aided,Non-Autonomous,Non-Minority
04144,"Shri. Sai Shikshan Sanstha, Nagpur Institute of Technology, Nagpur","Sr. No.13/2, Mahurzari, Katol Road, Taluka & Dist Nagpur",Nagpur,Nagpur,Un-Aided,Non-Autonomous,Non-Minority
04145,"Wainganga College of Engineering and Management, Dongargaon, Nagpur","Dongargoan, Near Gumgaon Railway Station, Post - Gumgaon, Wardha road, Nagpur",Nagpur,Nagpur,Un-Aided,Autonomous,Non-Minority
04147,"K.D.K. College of Engineering, Nagpur","Great Nag Road, Nandanvan, Nagpur",Nagpur,Nagpur,Un-Aided,Autonomous,Non-Minority
04151,"Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur","Kh. No. 8/1, Mohgaon,Wardha Road,Nagpur",Nagpur,Nagpur,Un-Aided,Autonomous,Non-Minority
04163,Rajiv Gandhi College of Engineering Research & Technology  Chandrapur,Ballarpur Road Babupeth Dist. Chandrapur,Nagpur,Chandrapur,Un-Aided,Non-Autonomous,Non-Minority
04167,"Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur","Hingna Road, Wanadongri, Nagpur  441110",Nagpur,Nagpur,Un-Aided,Autonomous,Non-Minority
04172,"Anjuman College of Engineering & Technology, Nagpur","Mangalwari Bazar Road, Sadar, Nagpur",Nagpur,Nagpur,Un-Aided,Non-Autonomous,Religious Minority - Muslim
04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur","Gavsi Manapur, Wardha Road,  Nagpur",Nagpur,Nagpur,Un-Aided,Autonomous,Religious Minority - Christian
04175,"JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha","Agnihotri College Campus, Bapujiwadi, Ramnagar, Wardha",Nagpur,Wardha,Un-Aided,Non-Autonomous,Non-Minority
04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur","Harpur Nagar, Umrer Road, Nagpur",Nagpur,Nagpur,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi
04181,"Swaminarayan Siddhanta Institute Of Technology, Nagpur","146,149,150 & 153,Nagpur Katol Highway, Khapri(Kothe),Tal.Kalmeshwar, Nagpur",Nagpur,Nagpur,Un-Aided,Non-Autonomous,Non-Minority
04188,"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza Bamni","Bamani, Rajapura Road, Tal. Ballarpur. Chandrapur",Nagpur,Chandrapur,Un-Aided,Non-Autonomous,Non-Minority
04190,"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology, Bhadrawati","Near Village Lonara, Nagpur Road, Tah- Bhadrawati, Dist- Chandrapur (M.S.)",Nagpur,Chandrapur,Un-Aided,Non-Autonomous,Non-Minority
04192,"Maitraya Education Society, Nagarjuna Institute of Engineering Technology & Management, Nagpur","Khasara No. 27, 32-B, At Satnavari, Amravati Road, Nagpur",Nagpur,Nagpur,Un-Aided,Non-Autonomous,Non-Minority
04193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur","Gram UTI, Umred Road, Nagpur",Nagpur,Nagpur,Un-Aided,Autonomous,Linguistic Minority - Hindi
04196,"Gurunanak Educational Society's Gurunanak Institute of Technology, Nagpur","Dahegaon, Kalmeshwar Road, Nagpur",Nagpur,Nagpur,Un-Aided,Non-Autonomous,Non-Minority
04197,"Jai Mahakali Shikshan Sanstha, Agnihotri College of Engineering, Sindhi(Meghe)","Nagthana Road, Near Bypass Highway Road, Sindhi (Meghe). Wardha",Nagpur,Wardha,Un-Aided,Non-Autonomous,Non-Minority
04285,"V M Institute of Engineering and Technology, Dongargaon, Nagpur","Dhutte village , Near Dongargaon, Wardha Road, Nagpur",Nagpur,Nagpur,Un-Aided,Non-Autonomous,Non-Minority
04302,"Gondia Education Society's Manoharbhai Patel Institute Of Engineering & Technology, Shahapur, Bhandara","N.H.6 Shahapur,Bhandara",Nagpur,Bhandara,Un-Aided,Non-Autonomous,Non-Minority
04304,"Cummins College of Engineering For Women, Sukhali (Gupchup), Tal. Hingna Hingna Nagpur","Mouje Sukhali (Gupchup), Tal. Hingna  Dist. Nagpur",Nagpur,Nagpur,Un-Aided,Non-Autonomous,Non-Minority
04613,"Suryodaya College of Engineering & Technology, Nagpur","Survey No. 117/1 & 117/3 A, Vihirgaon, Nagpur",Nagpur,Nagpur,Un-Aided,Autonomous,Non-Minority
04648,"R.V. Parankar College of Engineering & Technology, Arvi, Dist Wardha","Survey No. 11611, Mauza - Sarangpuri, Talao Road, Darankikar Wadi, Taluka Arvi, Dist Wardha.",Nagpur,Wardha,Un-Aided,Non-Autonomous,Non-Minority
04649,"Bajaj Institute of Technology, Wardha","Arvi Road, in Front of Ramkrishna Bajaj Agriculture College, Pipri, Wardha",Nagpur,Wardha,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi
04679,"Karanjekar College of Engineering & Management, Sakoli","Nagzira Road, Sakoli, District Bhandara",Nagpur,Bhandara,Un-Aided,Non-Autonomous,Non-Minority
04703,"Somayya Institute of Technology,  Chandrapur","Wadgaon Ward, Chandrapur",Nagpur,Chandrapur,Un-Aided,Non-Autonomous,Non-Minority
05003,"University Institute  of Chemical Technology, North Maharashtra University, Jalgaon","P.B.No. 80, Umavinagar, Jalgaon",Nashik,Jalgaon,University Department,Non-Autonomous,Non-Minority
05004,"Government College of Engineering, Jalgaon","Opp.Govt  I.T. I. National Highway No-6, Jalgaon",Nashik,Jalgaon,Government,Autonomous,Non-Minority
05103,"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering,Dhule","Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering, Vidyanagari, Government Polytechnic Road, Deopur, Dhule",Nashik,Dhule,Un-Aided,Non-Autonomous,Non-Minority
05104,"Shramsadhana Bombay Trust, College of Engineering & Technology, Jalgaon","Bambori, Dharangaon,  Jalgaon",Nashik,Jalgaon,Un-Aided,Non-Autonomous,Non-Minority
05106,"Khandesh College Education Society's College Of Engineering And Management, Jalgaon","C.S. No. 7480 and 7323, Behind D.I.C., N.H.No.6,  IMR Campus, Jilha Path, Jalgaon",Nashik,Jalgaon,Un-Aided,Non-Autonomous,Non-Minority
05108,"Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao Thakare College Of Engineering, Nashik","Udoji Maratha Boarding Campus, Near Pumping Station, Gangapur Road, Nashik",Nashik,Nashik,Un-Aided,Autonomous,Non-Minority
05109,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik","At Post mahiravani, Trimbak Road Dist Nashik",Nashik,Nashik,Un-Aided,Autonomous,Non-Minority
05121,"K. K. Wagh Institute of Engineering Education and Research, Nashik","Hirabai Haridas Vidyanagari, Amrut Dham,  Panchawati, Nashik",Nashik,Nashik,Un-Aided,Autonomous,Non-Minority
05124,"Jagadamba Education Soc. Nashik's S.N.D. College of Engineering & Reserch, Babulgaon","At. Post Babulgaon, Tal Yeola, Nashik",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority
05125,"Pravara Rural Education Society's Sir Visvesvaraya Institute of Technology, Chincholi Dist. Nashik","At / Po Chincholi, Tal. Sinnar, Nashik",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority
05130,"Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik","Anjaneri Village, Trimbakeshwar, Dist.Nashik 422103",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority
05139,"Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.","A/P.Loni, Tal.Rahata  Dist.Ahmednagar",Nashik,Ahmednagar,Un-Aided,Non-Autonomous,Non-Minority
05151,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.","Bhujbal Knowledge City , MET's Institute Of Engineering, Adgaon, Nashik",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority
05152,"G H Raisoni College of  Engineering and Management, Jalgaon","Gat No 57/1, Shirsoli Road,  Mohadi,  Jalgaon  425003",Nashik,Jalgaon,Un-Aided,Autonomous,Linguistic Minority - Hindi
05160,"Sanjivani Rural Education Society's Sanjivani College of Engineering, Kopargaon","Sahajanand Nagar, Po : Shingnapur, Tal : Kopargaon, Dist. Ahmednagar",Nashik,Ahmednagar,Un-Aided,Autonomous,Non-Minority
05161,"Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar","vadgaon Gupta, Vilad Ghat, P.O.-MIDC, Ahmednagar",Nashik,Ahmednagar,Un-Aided,Non-Autonomous,Non-Minority
05162,"Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner","P.O.: Sangamner Sakhar Karkhana, Tal : Sangamner, Dist. Ahmednagar",Nashik,Ahmednagar,Un-Aided,Non-Autonomous,Non-Minority
05164,"P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist. Nandurbar","Poojya Sane Guruji Vidya Prasarak Mandal's, D.N. Patel College of Engineering, Shahada, Dist. Nandurbar",Nashik,Nandurbar,Un-Aided,Non-Autonomous,Linguistic Minority - Gujar
05168,"T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur","Jivram Nagar, ,Nhavi Marg, PO:Faizpur(MSSK),  Dist. Jalgaon",Nashik,Jalgaon,Un-Aided,Non-Autonomous,Non-Minority
05169,"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule","Nagaon At Post. Nagaon, Tal&Dist.  Dhule",Nashik,Dhule,Un-Aided,Non-Autonomous,Non-Minority
05170,"Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal","Near Z.T.C Bhusawal, Dist. Jalgaon",Nashik,Jalgaon,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi
05171,"Godavari Foundation's Godavari College Of Engineering,  Jalgaon","Plot No.51, Dr. Ulhas Patil Nagar, Additional MIDC, Bhusawal Road, N.H.No.6, Jalgaon",Nashik,Jalgaon,Un-Aided,Non-Autonomous,Non-Minority
05172,"R. C. Patel Institute of Technology, Shirpur","Near Nimzari Naka, Shirpur Dist. Dhule",Nashik,Dhule,Un-Aided,Autonomous,Linguistic Minority - Gujarathi
05173,"SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering,  (Jain Gurukul), Neminagar,Chandwad,(Nashik)","Jain Gurukul, Neminagar, Chandwad Dist.  Nashik",Nashik,Nashik,Un-Aided,Autonomous,Religious Minority - Jain
05177,"Matoshri College of Engineering and Research Centre, Eklahare, Nashik","At Post Eklahare, Taluka & District Nashik",Nashik,Nashik,Un-Aided,Autonomous,Non-Minority
05179,"Vishwabharati Academy's College of Engineering, Ahmednagar","Sarola Baddi ,Jamkhed Road ,  Ahmednagar",Nashik,Ahmednagar,Un-Aided,Non-Autonomous,Non-Minority
05181,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik","Vidyanagar, College Road, Nashik 422 005",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority
05182,"Kalyani Charitable Trust, Late Gambhirrao Natuba Sapkal College of Engineering, Anjaneri, Trimbakeshwar Road, Nashik","Sapkal Knowldege Hub,Kalyani Hills, Anjaneri- Wadholi, Tal. Trimbak, Nashik",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority
05184,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar","At- Agaskhind, Post Shenit (Via Deolali Camp-Bhagur), Tal. Sinnar  Dist. Nashik",Nashik,Nashik,Un-Aided,Non-Autonomous,Religious Minority - Christian
05244,"MET's Institute of Technology Polytechnic, Bhujbal Knowledge City, Adgaon Nashik","Bhujbal Knowledge City, Adgaon ,Nashik 422003",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority
05249,"Trimurti Shikshan Prasarak Mandal, Trimurti Institute Of Technology, Paladhi Bk, Jalgaon","Survey No.227/2, Paldhi Bk, Next To North Maharashtra University, Tal-Dhamangaon, Dist:Jalgaon",Nashik,Jalgaon,Un-Aided,Non-Autonomous,Non-Minority
05256,"Matoshri Education Soceity, Matoshri Asarabai Polytechnic,Nashik","Gut No.39/1 Eklahare, Nashik",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority
05263,"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore, Nashik","Dhanore Tal.Yeola, Dist.Nashik  423401",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority
05303,"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha,","At/Post Kashti, Tal Shrigonda, Dist. Ahmednagar",Nashik,Ahmednagar,Un-Aided,Non-Autonomous,Non-Minority
05322,"Jamia Institute Of Engineering And Management Studies, Akkalkuwa","Molgi Road Near Amlibari Fata Akkalkuwa, Nandurbar",Nashik,Nandurbar,Un-Aided,Non-Autonomous,Religious Minority - Muslim
05330,"PUNE VIDYARTHI GRIHAS COLLEGE OF ENGINEERING & SHRIKRUSHNA S. DHAMANKAR INSTITUTE OF MANAGEMENT, NASHIK","206, Dindori Road, Near Meri, Mhasrul, Nashik",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority
05331,"Sandip Foundation's, Sandip Institute of Engineering & Management, Nashik","Trimbak Road, Mahiravani Nashik",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority
05365,"Vardhaman Education & Welfare Society, Ahinsa Institute of Technology, Post. Dondaicha,  Dhule","Srv. No. 190/1A /1, 190/1A/2, Dhule Road, Post. Dondaicha, Dist.Dhule , 425408",Nashik,Dhule,Un-Aided,Non-Autonomous,Religious Minority - Jain
05370,"Kedareshwar Gramin Vikas Pratishthan, Samajbhushan Eknathrao Dhakane  College, of Engineering, Shevgaon","Gut No. 147/2, At Post-Rakshi Ahmednagar , 414502",Nashik,Ahmednagar,Un-Aided,Non-Autonomous,Non-Minority
05380,"Adsul's Technical Campus, Chas Dist. Ahmednagar","At Post Chas, Tal.& Dist. Ahmednagar",Nashik,Ahmednagar,Un-Aided,Non-Autonomous,Non-Minority
05381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.","At Post Dondaicha, Dist. Dhule",Nashik,Dhule,Un-Aided,Non-Autonomous,Non-Minority
05382,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti","Survey No. 162& 163, Nepti, Nagar Kalyan Road, Ahmednagar",Nashik,Ahmednagar,Un-Aided,Non-Autonomous,Non-Minority
05390,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of Engineering Education & Research, Nashik.","Canada Corner, Sharanpur Road, Nashik",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority
05396,"College of Engineering and Technology ,North Maharashtra Knowledge City, Jalgaon","Gat No 166 Bambhori, Jalgaon",Nashik,Jalgaon,Un-Aided,Non-Autonomous,Non-Minority
05399,"Sanghavi College of Engineering, Varvandi, Nashik.","Gut No. 166, Varvandi, Taluka Dindori, Dist. Nashik.",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority
05401,"Jawahar Education Society's Institute of Technology, Management & Research, Nashik.","Survey No.48, Gowardhan, Gangapur Road, Nashik.",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority
05408,"Vidya Niketan College of Engineering, Bota Sangamner","Gat No. 670, Vidya Nagari, Pune Nashik Road, at post Bota, TalSangamner, Dist. Ahmednagar.",Nashik,Ahmednagar,Un-Aided,Non-Autonomous,Non-Minority
05409,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar","At Post Karjule Harya, Tal. Parner, Dist Ahmednagar",Nashik,Ahmednagar,Un-Aided,Non-Autonomous,Non-Minority
05411,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon.","Mansoora, Malegaon-Manmad Road, P.B.No.144, Malegaon, Nashik.",Nashik,Nashik,Un-Aided,Non-Autonomous,Religious Minority - Muslim
05418,"Guru Gobind Singh College of Engineering & Research Centre, Nashik.","Khalsa Educational Complex, Guru Gobind Singh Marg, Nashik.",Nashik,Nashik,Un-Aided,Non-Autonomous,Non-Minority
05433,"R.C. Patel College of Engineering and Polytechnic, Shirpur","Survey No. 41/1, Near Balaji Nagar, Opposite to R.C. Patel Educational Complex, Karwand Road, Shirpur.",Nashik,Dhule,Un-Aided,Non-Autonomous,Linguistic Minority - Gujarathi
05449,"Shri Vile Parle Kelavani Mandal's Institute of Technology, Dhule","Survey No. 499/1, Plot No.2, Behind Gurudwara, Mumbai Agra Highway, Dhule",Nashik,Dhule,Un-Aided,Non-Autonomous,Linguistic Minority - Gujarathi
05497,"P.G. College of Engineering & Technology, Nandurbar","P.G. Knowledge City, Sant Bhumi Nagziri, Chaupale, Nandurbar",Nashik,Nandurbar,Un-Aided,Non-Autonomous,Non-Minority
05509,"Shri Swami Samarth Institute of Management and Technology, Malwadi-Bota","At Malwadi ,Post Bota, Taluka Sangamner, District Ahmednagar",Nashik,Ahmednagar,Un-Aided,Non-Autonomous,Non-Minority
05513,"MKD Institute of Technology, Nadurbar","A/p Virchak, Gat No.42, Nandurbar-Navapur-Highway, Taluka District Nandurbar",Nashik,Nandurbar,Un-Aided,Non-Autonomous,Non-Minority
05545,"Shri. Vile Parle Kelwani Mandal's College of Engineering, Shirpur","Survey NO.9/1, 9/2, At Post Dahivad, Behind Textile Park, Ankleshwar Burhanpur Highway, Shirpur, District Dhule.",Nashik,Dhule,Un-Aided,Non-Autonomous,Linguistic Minority - Gujarathi
06004,"Government College of Engineering & Research, Avasari Khurd","Avasari, Tal. Ambegaon. Dist. Pune",Pune,Pune,Government,Non-Autonomous,Non-Minority
06005,"Government College of Engineering, Karad","Vidyanagar, Karad  Dist. Satara",Pune,Satara,Government,Autonomous,Non-Minority
06007,"Walchand College of Engineering, Sangli","Walchand College of Engineering, Vishram Bagh, Sangli",Pune,Sangli,Government-Aided,Autonomous,Non-Minority
06028,"Department of Technology, Shivaji University, Kolhapur","Vidyanagar, Kolhapur",Pune,Kolhapur,University Department,Non-Autonomous,Non-Minority
