college_code,Institute Name,Institute Address,Region,District,Status,Autonomy Status,Minority Status
06036,"Government College of Engineering, Kolhapur","Old Pune Bangalore Road Vidyanagar, Kolhapur",Pune,Kolhapur,Government,Non-Autonomous,Non-Minority
06122,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune","S. V. No. 33/22, Bavdhan(Khurd), Tal-Mulashi Near Chadani Chwok,Tal-Mulashi Dist. Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06138,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune","Gat  No. 2181, Wagholi, Tal Haveli Dist. Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06139,"Progressive Education Society's Modern College of Engineering, Pune","P.E.S. Modern College of Engineering, 1186 A, Shivajinagar, Off. J.M. Road, Pune",Pune,Pune,Un-Aided,Autonomous,Non-Minority
06141,"Jaywant Shikshan Prasarak Mandal's,Rajarshi Shahu College of Engineering, Tathawade, Pune","S. No. 80/3, Mumbai Pune Bypass Highway,  Tathawade,Tal-Munshi, Dist. Pune",Pune,Pune,Un-Aided,Autonomous,Non-Minority
06144,"Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune","Survey No. 25/1/3, Infront of Chatrapati Shivaji Sports Stadium, Balewadi, Tal. Haveli, Dist. Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06145,"JSPM'S Jaywantrao Sawant College of Engineering,Pune","S. No. 58, Indrayani Nagar, Handewadi Road, Hadapsar, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06146,"MIT Academy of Engineering,Alandi, Pune","Alandi (D) Tal. Khed, Dist. Pune",Pune,Pune,Un-Aided,Autonomous,Non-Minority
06149,"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune","Chakan Talegaon Road, At Post Sudumbare, Tal. Maval Dist. Pune",Pune,Pune,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi
06155,"G.H.Raisoni College of Engineering & Management, Wagholi, Pune","Gat No. 1200 , Domkhel Road, Wagholi,Tal-Haveli, Dist. Pune",Pune,Pune,Un-Aided,Autonomous,Linguistic Minority - Hindi
06156,"Marathwada Mitra Mandal's College of Engineering, Karvenagar, Pune","Survey No 18, Plot No. 5/3,  CTS No.205, Karvenagar, Pune",Pune,Pune,Un-Aided,Autonomous,Non-Minority
06175,"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune","Sector 26, Pradhikaran,  Nigdi Pradhikaran, Pune",Pune,Pune,Un-Aided,Autonomous,Non-Minority
06177,"Sinhgad College of Engineering, Vadgaon (BK), Pune","44/1, Vadgaon,(bk) off Sinhgad Road Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06178,"Sinhgad Technical Education Society's Smt. Kashibai Navale College of Engineering,Vadgaon,Pune","S. No. 44/1, Vadgaon(bk) off Sinhgad Road, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06179,"Indira College of Engineering & Management, Pune","Survey No.64,65,Gat No.276, At Post Parandwadi, Near Somatne Phata, Tal- Maval Dist. Pune",Pune,Pune,Un-Aided,Autonomous,Non-Minority
06182,"Sinhgad Technical Education Society, Sinhgad Institute of Technology and Science, Narhe (Ambegaon)","Opp. Wasternly By Pass, Narhe, Ambegaon, Dist. Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06183,"Al-Ameen Educational and Medical Foundation, College of Engineering, Koregaon, Bhima","Sharad Campus Pimpal, Jagtap Road A/P, Koregaon Bhima Tal-Shirur, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Religious Minority - Muslim
06184,"K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli","S.No. 25/27, Pisoli, Tal.Haveli Dist. Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06185,Sinhgad Institute of Technology,"Gat No.309/310/314, Pune-Mumbai Express Highway, kusgaon(BK), Lonavala Pune , 410401",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06187,"Sinhgad Academy of Engineering, Kondhwa (BK)  Kondhwa-Saswad Road, Pune","S.No.40/4A, Kondhwa(BK), Kondhwa-Saswad Road, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06203,"Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune","Survey No.35, Plot No. 5/6, Lohgaon Tal. Haveli Dist. Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06206,"Pune District Education  Association's College of Engineering, Manjari(Bk), Hadapsar, Pune","Hadapsar-Manjari Road, Manjari(BK),Dist. Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06207,"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil  Institute of Technology, Pimpri, Pune","Sant Tukaram Nagar, Pimpri, Puneâ€œ",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli","Rajaramnagar, A/p. Sakhrale, Tal: Walwa   Dist. Sangli",Pune,Sangli,Un-Aided,Autonomous,Non-Minority
06217,"Shri. Balasaheb Mane Shikshan  Prasarak Mandal's, Ashokrao Mane Group of Institutions","NH-4, Pune Banglore highway, AT Wathar Tarf Wadgaon, Taluka-Hathanangle, Dist. Kolhapur",Pune,Kolhapur,Un-Aided,Non-Autonomous,Non-Minority
06219,"KSGBS's Bharat- Ratna Indira Gandhi College of Engineering, Kegaon, Solapur","Gut. No.58, Kegaon, Solapur Pune Highway, Nr Solapur University,Solapur",Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority
06220,"Shri Vithal Education and Research Institute's College of Engineering, Pandharpur","P.O. Box No. 54, Gopalpur - Ranjani Road,   Gopalpur,  Pandharpur Dist. Solapur",Pune,Solapur,Un-Aided,Autonomous,Non-Minority
06222,"Dattajirao Kadam Technical Education Society's Textile & Engineering Institute, Ichalkaranji.","Post Box No. 130, Rajwada, Ichalkaranji. Dist. Kolhapur",Pune,Kolhapur,Un-Aided,Autonomous,Non-Minority
06223,"Pradnya Niketan Education Society's Nagesh Karajagi Orchid College of Engineering & Technology, Solapur","Post Box No.154,Gut No. 16, Hipparanga, Tuljapur Road, North Solapur",Pune,Solapur,Un-Aided,Autonomous,Non-Minority
06250,"D.Y. Patil College of Engineering and Technology, Kolhapur","Kasaba Bavada,Taluka Karveer,Kolhapur",Pune,Kolhapur,Un-Aided,Autonomous,Non-Minority
06265,"Walchand Institute of Technology, Solapur","Solapur Seth Walchand Hirachand Marg, Ashok Chowk, P.B. No.634, Solapur",Pune,Solapur,Un-Aided,Autonomous,Religious Minority - Jain
06267,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur","R.S. No. 199, B/1-3, Gokul_Shirgaon,Tal: Karveer Kolhapur , 416234",Pune,Kolhapur,Un-Aided,Autonomous,Non-Minority
06268,"Tatyasaheb Kore Institute of Engineering and Technology, Warananagar","At & Post - Warananagar Taluka : Panhala Kolhapur , 416113",Pune,Kolhapur,Un-Aided,Autonomous,Non-Minority
06269,"Shetkari Shikshan Mandal's Pad. Vasantraodada Patil Institute of Technology, Budhgaon, Sangli","(PVPIT),  Budhgaon, Tasgaon Rd., Tal : Miraj  Sangli , 416304",Pune,Sangli,Un-Aided,Non-Autonomous,Non-Minority
06270,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara","Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Near Circuit House, Sadar Bazar, Camp-Satara",Pune,Satara,Un-Aided,Non-Autonomous,Non-Minority
06271,Pune Institute of Computer Technology,"Sr.No. 27, Pune -Satara Road,Dhankavdi, Pune",Pune,Pune,Un-Aided,Autonomous,Non-Minority
06272,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune","Sector-29,Nigdi Pradhikaran, Akurdi, Pune",Pune,Pune,Un-Aided,Autonomous,Non-Minority
06273,"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi, Pune","666, Upper Indira Nagar, Bibwewadi, Pune",Pune,Pune,Un-Aided,Autonomous,Non-Minority
06274,"Pune Vidyarthi Griha's College of Engineering and Technology and G K Pate(Wani) Institute of  Management,  Pune","44, Vidyanagari, Parvati, Shivdarshan Chowk, Near Muktangan English School, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06275,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati","Malegaon BK, Tal: Baramati Dist. Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06276,"MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune","Karvenagar, Pune",Pune,Pune,Un-Aided,Autonomous,Non-Minority
06277,"Dr. J. J. Magdum  Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur","Gat no. 314/330, Shirol wadi road, Jaisingpur Dist. Kolhapur",Pune,Kolhapur,Un-Aided,Autonomous,Non-Minority
06278,"All India Shri Shivaji Memorial Society's College of Engineering, Pune","Kennedy Road, Near R.T.O., Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06281,"Modern Education Society's Wadia College of Engineering, Pune","Wadia College Campus 19, Late Prin. V. K. Jog Path, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06282,"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune","Kennedy Road, Near RTO, Pune",Pune,Pune,Un-Aided,Autonomous,Non-Minority
06283,"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",At  Post : Ashta. Tal- Walwa Dist. Sangli,Pune,Sangli,Un-Aided,Autonomous,Non-Minority
06284,"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune","Vidyanagari, Bhigwan Road, Baramati Dist. Pune",Pune,Pune,Un-Aided,Autonomous,Non-Minority
06285,"Bharati Vidyapeeth's College of Engineering for Women, Katraj, Dhankawadi, Pune","Katraj,Dhankawadi campus, Pune-Satara Road, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06288,"Bharati Vidyapeeth's College of Engineering, Kolhapur","Near Chitranagari, Kolhapur",Pune,Kolhapur,Un-Aided,Non-Autonomous,Non-Minority
06293,"Kai Amdar  Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur","Gat No.137, Solapur-Manglwedha-Kolhapur Highway,Taluka: North Solapur, Belati  Solapur",Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority
06298,"Zeal Education Society's Zeal College of Engineering & Reserch, Narhe, Pune","Survey No.39, Narhe-Dhayari Road, Narhe Pune-411 041",Pune,Pune,Un-Aided,Autonomous,Non-Minority
06303,"Dr. Ashok Gujar Technical Institute's  Dr. Daulatrao Aher College of Engineering, Karad","Vidyanagar Extn. At Post Banawadi, Taluka - Karad Dist.  Satara",Pune,Satara,Un-Aided,Non-Autonomous,Non-Minority
06304,"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli","Post Khamla(Bha.), Vita, Gat No.421,Tal- Khanapur Dist . Sangli",Pune,Sangli,Un-Aided,Non-Autonomous,Non-Minority
06305,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara","Survey No. 259 At Post. Raigoan Taluka. Javali, District : Satara",Pune,Satara,Un-Aided,Non-Autonomous,Non-Minority
06307,"Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli","1284, Ubale Nagar, Wagholi, Taluka Haveli Dist. Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06308,"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur(North)","18(2 A/2) Pratap Nagar , Bijapur Road, Solapur",Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority
06310,"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune","Vishnupuri Talegaon Station, Taluka Mavel, Dist. Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06311,"Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of Technology & Research, Wagholi","Gut No. 720/1 & 2, Pune Nagar Road, Wagholi, Tal. Hawali Dist. Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06313,"Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal. Walva District- Sangali","GAT No 329/1, Kille Macchindragad,  Tal. Walwa Dist. Sangli",Pune,Sangli,Un-Aided,Non-Autonomous,Non-Minority
06315,Sanjeevan Group of Institutions,"Sanjeevan Knowladge City, Somwarpeth (Injole), Panhala, Tal. Panhala. Dist. Kolhapur",Pune,Kolhapur,Un-Aided,Non-Autonomous,Non-Minority
06317,"Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji)","Gat No.525 & 473/A, Yadrav, Tal. Shirol, Dist: Kolhapur",Pune,Kolhapur,Un-Aided,Autonomous,Non-Minority
06318,"Abhinav Education Society's College of Engineering and Technology (Degree), Wadwadi","S. No 209, At Post - Wadwadi, Tal - Khandala, Dist - Satara",Pune,Satara,Un-Aided,Non-Autonomous,Non-Minority
06319,"Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering, Vangali, Tal. Indapur","Gut No. 58, Village Vangali, Tal. Indapur Dist. Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06320,"K.J.'s Educational Institute's K.J.College of Engineering & Management Research, Pisoli","Survey No. 25/27, Post Yevalewadi, Village Pisoli, Near Bopdev Ghat, Near Hotel Garwa, Tal. Haveli. Dist. Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06321,"Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur","72/2 B, Pratap Nagar, Soregaon-Dongaon Road, Solapur",Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority
06322,"Shree Gajanan Maharaj Shikshan Prasarak Manda'l Sharadchandra Pawar College of Engineering, Dumbarwadi","At Dumberwadi, Post Khamundi(Otur), Tal. Junnar Dist. Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06324,"Rajgad Dnyanpeeth's Shri Chhatrapati Shivajiraje College of Engineering, Bhor","S.No. 237, Dhangwadi, Tal. Bhor. Dist.  Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06325,"Alard  Charitable Trust's Alard College of Engineering and Management, Pune","Sr. No. 50, Marunji, Tal-Mulshi, Nr. Rajiv Gandhi IT Park, Hinjewadi, Dist. Pune",Pune,Pune,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi
06326,Karmayogi Institute of Technology,"Gat No. 124 And 125, Ap. Shelve, Tal. Pandharpur, Dist. Solapur ??????",Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority
06402,"NEW INSTITUTE OF TECHNOLOGY,KOLHAPUR","R. S. No. 264, Shantinagar, Uchagaon, Kolhapur , 416005",Pune,Kolhapur,Un-Aided,Non-Autonomous,Non-Minority
06444,"Shriram Institute Of Engineering & Technology, (Poly), Paniv","Paniv, Taluka Malshiras, Dist. Solapur 413113",Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority
06466,"Shree Santkrupa Shikshan Sanstha, Shree Santkrupa Institute Of Engineering & Technology, Karad","Gat No.716,Ghogaon,(Shivajinagar),Tal.Karad Satara , 415111",Pune,Satara,Un-Aided,Non-Autonomous,Non-Minority
06468,"Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of Engineering & Technology,Kolhapur","2130, E Ward, Kolhapur  416003",Pune,Kolhapur,Un-Aided,Non-Autonomous,Non-Minority
06545,"Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara.","Gat. No-247,A/P-Panwalewadi Post Varye,Tal-Satara 415015",Pune,Satara,Un-Aided,Non-Autonomous,Non-Minority
06609,"Jaihind College Of Engineering,Kuran","G. No. 441, Kuran, Tal: Junnar, Pune 410511",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06622,ISBM College Of Engineering Pune,"Survey No.44/1, 44/1/2, Nande Village Taluka Mulshi , Pune  411042",Pune,Pune,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi
06625,"Universal College of Engineering & Research, Sasewadi","Gat No. 430, Sasewadi, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06628,"Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist. Pune","Gat No. 541/2, 527 off.Pune-Solapur Highway No. 9, A/P-Swami-Chincholi, Tahsil - Daund, Pune , 413130",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06632,Navsahyadri Education Society's Group of Institutions,"Gat. N0. 69,70,71, Mouje : Naigaon, Tal. Bhor,  Pune , 412205",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06634,"KJEI's Trinity Academy of Engineering, Yewalewadi, Pune","Svy.NO.25&27,At pisoli,Post Yevalewadi,Tal-Haveli,Bopdeo Ghat,Pune  411048",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06635,Samarth College of Engineering and Management,"Gat No. 28/1, At Bangarwadi, Post Belhe, Tal. Junnar Pune , 412410",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06640,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur","At Post Kegaon , Solapur - Pune National Highway, Dist Solapur  413256",Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority
06643,"S K N Sinhgad College of Engineering, Korti Tal. Pandharpur Dist Solapur","At Post Korti,Pandharpur - Karad road,  Tal-Pandharpur, Dist-Solapur",Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority
06644,"Shri. Ambabai Talim Sanstha's Sanjay Bhokare Group of Institutes, Miraj","Tilaknagar Miraj-Sangli Road Miraj Sangli , 416414",Pune,Sangli,Un-Aided,Non-Autonomous,Non-Minority
06649,"TSSM's Bhivarabai Sawant College of Engineering and Research, Narhe, Pune","S.No. 12/1/2 and 12/2/2, Narhe, Taluka Haveli, Pune  411048",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06714,"APPASAHEB ALIAS SA.RE.PATIL INSTITUTE OF TECHNOLOGY, Dattanagar  Tal-Shirol, Dist Kolhapur","Gat No. 251 & 133/2, Dattanagar, Tal-Shirol, Dist Kolhapur 416120",Pune,Kolhapur,Un-Aided,Non-Autonomous,Non-Minority
06732,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune","Dr. D. Y. Patil Knowledge City, S. No. 136, Charholi (Bk), Via Lohegaon, Tal.- Haveli, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06754,"International Institute of Information Technology (IÂ²IT), Pune.","P-14, Rajiv Gandhi Infotech Park, Hinjawadi, Pune  411057",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06755,"JSPM Narhe Technical Campus, Pune.","S.No.12/2/2, 14/9, Narhe, Pune 411041",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06756,"Fabtech Technical Campus College of Engineering and Research, Sangola","Pandharpur Road, Gat No.565/1, Sangola Tal. Sangola, Dist. Solapur  413307",Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority
06757,"Yashoda Technical Campus, Wadhe, Satara.","S.No.242/1, At post Wadhe,Tal.& Dist. Satara.  415011",Pune,Satara,Un-Aided,Non-Autonomous,Non-Minority
06758,"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.","A/P Rajuri, Taluka-Junnar, Dist-Pune. 412411",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06759,"Shree Ramchandra College of Engineering, Lonikand,Pune","Gat No. 351 & 333/1 At post Lonikand, Taluka Haveli, Dist. Pune  412216",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06762,"Nanasaheb Mahadik College of Engineering,Walwa, Sangli.","Gat No. 894 & 2665, Peth Naka NH4, Tal Walwa, Dist. Sangli  415407",Pune,Sangli,Un-Aided,Non-Autonomous,Non-Minority
06766,Phaltan Education Society's College of Engineering Thakurki Tal- Phaltan Dist-Satara,"Survey No.31(Part), Thakurki, Tal. Phaltan, Dist.Satara.",Pune,Satara,Un-Aided,Non-Autonomous,Non-Minority
06767,"Suman Ramesh Tulsiani Technical Campus Faculty of Engineering, Kamshet,Pune.","Kamshet, Taluka Maval, Dist. Pune 410405",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06768,"P.K. Technical Campus, Pune.","Gat. No.714(Old 1680), Post Kadachiwadi, Post Chakan, Tal. Khed. Dist. Pune  410501",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06769,"Rasiklal M. Dhariwal Sinhgad Technical Institutes Campus, Warje, Pune.","111/1, Warje, Tal.Haveli, Dist. Pune  411058",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06770,"SKN Sinhgad Institute of Technology & Science, Kusgaon(BK),Pune.","Gat No.309, Kusgaon Budruk, Opp. Pune Mumbai Express Highway, Kusgaon, Lonavala, Pune.  410401",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06771,"Flora Institute of Technology, Khopi, Near Khed Shivapur Toll Plaza, Pune","49/1, Khopi, Nr. Khed-Shivapur Toll Plaza, Off Pune-Banglore Highway, Taluka-Bhor,Dist.Pune , 412205",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06772,"NBN Sinhgad Technical Institutes Campus, Pune","10/1, Ambegaon Budruk, Tal.Haveli, Dist.Pune. 411041",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06780,"D.Y.Patil Education Society's,D.Y.Patil Technical Campus, Faculty of Engineering & Faculty of Management,Talsande,Kolhapur.","G.No. 85, Talasande, Tal- Hatkangle, Kolhapur  416112",Pune,Kolhapur,Un-Aided,Autonomous,Non-Minority
06781,"Bhagwant Institute of Technology, Barshi","Gat No. 1242/2, Tadsoundane Road, Barshi. Solapur.413401",Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority
06782,"Sahakar Maharshee Shankarrao Mohite Patil Institute of Technology & Research, Akluj","At Shankar Nagar, Akluj, Post Yashwant Nagar, Dist. Solapur",Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority
06794,"Anantrao Pawar College of Engineering & Research, Pune","S.No.103, Parvati Ramana Shahu College Road, Pune.",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06795,"Shri.Someshwar Shikshan Prasarak Mandal, Sharadchandra Pawar College of Engineering & Technology, Someshwar Nagar","Gat No. 53, Waghalwadi, Post Someshwar nagar, Tal. Baramati, Dist. Pune.",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06796,"Bharati Vidyapeeth's College of Engineering,Lavale, Pune","At Post Lavale, Pune-412115",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06797,"Dnyanshree Institute Engineering and Technology, Satara","A/p Sonvadi-Gajvadi, Sajjangad Road, Tal Satara, Dist. Satara.",Pune,Satara,Un-Aided,Non-Autonomous,Non-Minority
06799,"Shivganga Charitable Trust, Sangli Vishveshwarya Technical Campus, Faculty of Diploma Engineering, Patgaon, Miraj","Patgaon, Miraj- Pandharpur Road, Miraj Dist.Sangli.",Pune,Sangli,Un-Aided,Non-Autonomous,Non-Minority
06803,"Sant Gajanan Maharaj College of Engineering, Gadhinglaj","Site Chinchewadi, Tal.GAdhinglaj, Dist. Kolhapur.",Pune,Kolhapur,Un-Aided,Non-Autonomous,Non-Minority
06808,"Keystone School of Engineering, Pune","Sr.No.305/7, 306, 307/5 & 308/21 Urli Devachi, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06811,Sanjay Ghodawat Institute,"AT post Atigre, Gat No 582, Tq-Hatkanangale, Dist- Kolhapur",Pune,Kolhapur,Un-Aided,Non-Autonomous,Non-Minority
06815,"Vidya Prasarini Sabha's College of Engineering & Technology, Lonavala","Gat No. 685, Mouje-Waksai, Tah- Maval, Dist Pune.",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06822,"Pimpri Chinchwad Education Trust's Pimpri Chinchwad College Of Engineering And Research, Ravet","Survey No.10, Laxmi Nagar, Ravet Plot No. B of 110(z), 110(s), Haveli, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06834,"Dr.D.Y.Patil College Of Engineering & Innovation,Talegaon","Sr.No.27/A/1/2k, Near Talegaon Railway Station, A/P Varale, Talegaon, Tal-Maval,Dist Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
06839,"Dr. D Y Patil Pratishthan's College of Engineering, Kolhapur","R.S.No.865, A-Ward Salunke Nagar, Kolhapur",Pune,Kolhapur,Un-Aided,Non-Autonomous,Non-Minority
06878,"Dr. A. D. Shinde College Of Engineering, Tal.Gadhinglaj, Kolhapur","At Post Gudai, Bhadagaon, Tal.Gadhinglaj, Kolhapur",Pune,Kolhapur,Un-Aided,Non-Autonomous,Non-Minority
06901,"MAEER's MIT College of Railway Engineering and Research, Jamgaon, Barshi","Latur Road, MIDC Jamgaon, Tal. Barshi, Dist. Solapur",Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority
06938,Shree Siddheshwar Women's College Of Engineering Solapur.,T.P.S. Ii F. Plot No. 74 Bhavani Peth Rupa Bhavani Mandir Road Solapur.,Pune,Solapur,Un-Aided,Non-Autonomous,Non-Minority
06991,"Dr. D.Y. Patil Technical Campus, Varale, Talegaon, Pune","S.No. 32/1/A/7, Varale, Talegaon, Pune",Pune,Pune,Un-Aided,Non-Autonomous,Non-Minority
